ASIN,Brand,Est. Monthly Revenue,Price,FBA Sellers,Est. Monthly Units Sold,Amazon In-Stock Rate,Product name,Bought in past month,Reviews: Rating,Reviews: Review Count,Buy Box: Current,Buy Box Seller,FBA Fees:,Referral Fee based on current Buy Box price,"Count of retrieved live offers: New, FBA",Product Codes: EAN,Product Codes: UPC,Product Codes: PartNumber
B0DN18YTW4,AT&T,6695.07,71.99,1,93,1,"AT&T DECT 6.0 Corded/Cordless Home Phone with 1-Handset and Answering Machine, Smart Call Blocker, Caller ID, Large Backlit Display, Big Button, Speakerphone, Intercom: CL84118 (Charcoal Black)",50,4.4,1211,76.95,Amazon,6.21,6.16,1,650530033780,0650530033780,CL84118
B09PGQKPT4,AT&T,985.66,75.82,1,13,1,"T&T CL82319 DECT 6.0 3-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Intercom and Long Range, Black",,4.4,1211,72.16,Amazon,6.05,5.78,1,650530031854,0650530031854,CL82319
B0DN19DSSC,AT&T,8957.26,95.29,1,94,1,"AT&T DECT 6.0 Corded/Cordless Home Phone with 2-Handset and Answering Machine, Smart Call Blocker, Caller ID, Large Backlit Display, Big Button, Speakerphone, Intercom: CL84218 (Charcoal Black)",50,4.4,1211,98.95,Amazon,6.77,7.92,1,650530033797,0650530033797,CL84218
B0DN15W4L4,AT&T,57991.68,100.68,1,576,1,"AT&T 4-Handset Expandable DECT 6.0 Cordless Home Phone with Large Display, Big Buttons, Answering Machine, Smart Call Blocker, Long Range, Caller ID, Speakerphone, Intercom: CL82418 (Charcoal Black)",400,4.4,1211,109.95,Amazon,6.48,8.8,1,650530033902,0650530033902,CL82418
B0C9M21DF7,AT&T,0,29.99,0,0,0.014,AT&T CL80119 Additional Handset for CL82x19 Series Cordless Phone,,4.4,1211,,-,4.15,,0,650530031922,0650530031922,CL80119
B0CCSXF7ZM,AT&T,4117.49,16.67,1,247,0,AT&T USB-C Wall Charger Fast Charging Power Adapter Foldable Prongs Travel-Friendly for Compatible with iPhone iPad Samsung Galaxy Google Pixel (30W Black),100,4.6,432,16.99,AT&T Accessories (97% A2F3S5XI3J6S50),3.68,2.55,1,738516572338,0738516572338,448
B07R9LTYNM,AT&T,4169.04,173.71,0,24,0,"AT&T 1040 4-Line Expandable Corded Phone System with Speakerphone, 1 Handset, Desk Phone, Landline Phones for Office, Business, Home Telephone with Answering Machine, Black/Silver (Renewed)",,4.2,18,169,Pro Wireless (89% A6BCRTAJQEVDZ),7.35,13.52,0,683332259829,0683332259829,1040-cr
B096ZWMQJK,AT&T,8228.17,16.69,1,493,0,AT&T USB-C Wall Charger Fast Charging Power Adapter Foldable Prongs Travel-Friendly for Compatible with iPhone iPad Samsung Galaxy Google Pixel (30W White),400,4.6,432,16.99,AT&T Accessories (97% A2F3S5XI3J6S50),3.68,2.55,1,738516572079,0738516572079,448
B0DJCGN1HC,AT&T,125.58,20.93,1,6,0,AT&T 15W Magnetic Qi Wireless Charging Pad with Ring Stand Black Fast Charge USB-C Power Delivery Case Friendly Compatible with iPhone Samsung Galaxy Google Pixel,,4,876,,-,3.68,,1,849944093309,0849944093309,450Q
B0F6PZHJF7,AT&T,,,,,,AT&T Premium Fast Charging Pad Compatible with iPhone Google Pixel Samsung Galaxy Professional (White Qi2 Technology),,4,872,29.99,AT&T Accessories (97% A2F3S5XI3J6S50),3.9,4.5,1,738516587431,0738516587431,450Q
B0CDKZPWVV,AT&T,328.77,25.29,2,13,0,AT&T Professional Series 15W Wireless Charging Pad White Premium Magnetic Fast Charging Universal Device Compatibility Qi Certified Technology,,4,876,24.99,AT&T Accessories (97% A2F3S5XI3J6S50),3.68,3.75,2,738516562315,0738516562315,450Q
B0BYDNKRQD,AT&T,9362.92,19.67,1,476,1,"AT&T TRIMLINE 213-11 Corded Home Phone with Extra Big Buttons & Visual Ringer. No AC Power Required, Improved Easy-wall-mount, Lighted Keypad, 10 Speed Dial Keys, Volume Control,Senior Friendly. BLACK",400,4.2,624,19.51,Amazon,4.99,1.56,1,650530033308,0650530033308,213-11
B01H1E3EAA,AT&T,19086.66,19.26,1,991,1,"AT&T TRIMLINE 213 Corded Home Phone with Extra Big Buttons & Visual Ringer. No AC Power Required, Improved Easy-Wall-Mount, Lighted Keypad, 10 Speed Dial Keys, Volume Control, Senior Friendly. White",900,4.2,624,19.15,Amazon,4.99,1.53,1,650530033315,0650530033315,213
B0D73ZWBFF,AT&T,25696,44,1,584,0,"AT&T Turbo Hotspot 3: 256 MB, Black - Prepaid Hotspot, Connects Up to 16 Devices, Dual Band Wi-Fi, Long Lasting Battery",500,3.6,127,44,Mobile Dist (89% A2L5ZNQ7MRVUTW),4.01,3.52,1,850050719014,0850050719014,ATTCKTHS02
B009R5VTX6,AT&T,34332.57,38.97,1,881,1,"AT&T CL2940 Corded Phone with Speakerphone, Extra-Large Tilt Display/Buttons, Caller ID/Call Waiting and Audio Assist, Black",900,4.2,10393,38.99,Amazon,5.92,3.12,1,714547245304,"6084588451212, 6976573735783, 0858783061028, 0803983020429, 0714547245304, 0172304219591, 0782386051370, 6709309166687, 0680808421544, 0168141379475, 0650530024061",ATCL2940
B0DWTY34QT,AT&T,14517.58,59.99,1,242,0,"AT&T Cingular Flex 2 Smart Flip, 4GB, Unlocked Phone (Classic Navy)",300,4,12,59.99,Mobile Dist (89% A2L5ZNQ7MRVUTW),4.01,4.8,1,642461111217,0642461111217,6723D
B007P8DKZ2,AT&T,32112.8,54.8,1,586,1,"AT&T ML17929 2-Line Corded Telephone, Black",500,4.2,3267,54.19,Amazon,7.16,4.34,1,650530023057,0650530023057,ML17929
B003BNY7QG,AT&T,11216.7,67.98,0,165,0.862,"AT&T ML17939 2-Line Corded Telephone with Digital Answering System and Caller ID/Call Waiting, Black/Silver",100,4.3,1103,69.75,Solutions by Staples (84% A1OAVDFUSMKWS),6.85,5.58,0,"642125265591, 680808421919, 999996724055, 777780191241, 809390022209, 638865670269, 640206679084, 777786313647, 999993862446, 012303883969, 764658187444, 172302632705, 001910019403, 999992510911, 804993337996, 807030501084, 800187852467, 666673299105, 791836767679, 521227144839, 801593074993, 601000751444, 151903430088, 123133852947, 071020188320, 132017997575, 521658248731, 601000898248, 012301076288, 666673276465, 806791876301, 999900874142, 601000729627, 087108673831, 100177476797, 854587062056, 001910144310, 041218575898, 172302815504, 666661302039, 601000837773, 041218576062, 001910663880, 031112379722, 012306114633, 799198029114, 151902965710, 800011118080, 100177334875, 803983020528, 702071319462, 999997147617, 132018342626, 787766366341, 168141632433, 809385671603, 031112635064, 521227130955, 650530019715, 080000232540, 777782610429, 734911324381, 012302798011, 854587163081, 999900009810, 809186276694, 001910687800, 858783201646, 809301858262, 806293532798, 696582147235, 956263108543, 809099076053, 014444742938, 012020974735, 823019488863, 163121101329, 012304424819, 072090722063, 778887863161, 638084518236, 807320353232, 631058301032, 807034904843, 031113291467, 041114880294, 961613181657, 521375565449, 999998118999, 088022249799, 999998246111, 163120599714, 079532232968","0809301858262, 0031113291467, 0072090722063, 0854587062056, 0012020974735, 0956263108543, 0806791876301, 0012304424819, 0100177476797, 0799198029114, 0823019488863, 0807320353232, 0080000232540, 0638084518236, 0650530019715, 0012306114633, 0601000729627, 0999998246111, 0601000837773, 0702071319462, 0601000898248, 0088022249799, 7091355302775, 0163120599714, 0012302798011, 0999993862446, 0777782610429, 0041218575898, 0168141632433, 0680808421919, 0041114880294, 0640206679084, 0521227144839, 0801593074993, 0854587163081, 0666673276465, 0809385671603, 0132017997575, 0999996724055, 0999992510911, 0809186276694, 0999900009810, 0001910687800, 0071020188320, 0601000751444, 0151903430088, 0791836767679, 0123133852947, 0999900874142, 0163121101329, 0087108673831, 0809099076053, 0014444742938, 0001910019403, 0807034904843, 0631058301032, 0807030501084, 0151902965710, 0521375565449, 0132018342626, 0764658187444, 0777780191241, 6505300197152, 0999998118999, 0079532232968, 0999997147617, 0100177334875, 0666661302039, 0800011118080, 0521227130955, 0001910663880, 0012303883969, 0031112379722, 0031112635064, 0803983020528, 0804993337996, 0001910144310, 0642125265591, 0961613181657, 0800187852467, 0778887863161, 0777786313647, 0041218576062, 0787766366341, 0638865670269, 0172302815504, 0809390022209, 0012301076288, 0734911324381, 0172302632705, 0666673299105, 0696582147235, 0521658248731, 0858783201646, 0806293532798",ML17939
B0DQ5613HN,AT&T,649.35,49.95,1,13,1,"AT&T 1-Handset DECT 6.0 Bluetooth Expandable Cordless Phone for Home with Answering Machine, Smart Call Blocking, Caller ID, Bluetooth Connect to Cell: BL3112 (Champagne Gold/White)",,4.4,1668,49.95,Amazon,4.99,4,1,650530033933,0650530033933,BL3112
B0DQ55GKCC,AT&T,19021.35,109.95,1,173,0.953,"AT&T Cordless Phones for Home with Answering Machine, 4 Handsets DECT 6.0 Bluetooth Expandable, Smart Call Blocking, Caller ID, Intercom and Bluetooth, Connect to Cell, BL3112-4",100,4.4,1668,109.95,Amazon,6.77,8.8,1,650530033964,0650530033964,BL3112-4
B0DQ56GNJT,AT&T,16460.85,89.95,1,183,1,"AT&T Landline Phones for Home with Answering Machine, DECT 6.0 3 Handsets Bluetooth Expandable, Smart Call Blocking, Caller ID, Intercom and Bluetooth Connect to Cell: BL3112-3 (Champagne Gold/White)",100,4.4,1668,80.95,Amazon,5.92,6.48,1,650530033957,0650530033957,BL3112-3
B0DQ58R1HH,AT&T,6645.25,69.95,1,95,1,"AT&T 2-Handset DECT 6.0 Bluetooth Expandable Cordless Phone for Home with Answering Machine, Smart Call Blocking, Caller ID, Intercom and Bluetooth Connect to Cell: BL3112-2 (Champagne Gold/White)",50,4.4,1668,69.95,Amazon,5.77,5.6,1,650530033940,0650530033940,BL3112-2
B0DQ55X356,AT&T,149.1,21.3,1,7,0.088,AT&T Additional Handset for BL3112-X Series Cordless Phone: BL3112-0 (Champagne Gold/White),,4.4,1668,21.92,Amazon,4.15,1.75,1,650530033971,0650530033971,BL3112-0
B07D1RY4DP,AT&T,13136.58,54.06,2,243,0,AT&T U-Verse S30-S1B Remote Control 20655,200,4.1,401,49.99,HMHWD Storefront (0% A33KP1OWTPOA3Z),4.99,7.5,1,603882822267,0603882822267,
B001S2PKP4,AT&T,7387.11,18.99,3,389,1,"AT&T TR1909 Trimline Corded Phone with Caller ID, White",300,4.1,4802,18.7,Amazon,4.47,1.5,3,650530018954,0650530018954,TR1909WH
B001TK3DLS,AT&T,2090.24,22.72,1,92,1,"AT&T TR1909B Trimline Corded Phone with Caller ID, Black",50,4.1,2430,23.96,bluemed (76% AKGQ69TTJ5VEW),4.55,1.92,1,"803982849281, 650530019746","0650530019746, 0803982849281",TR1909BK
B0DT9PWJYW,AT&T,40788,169.95,1,240,0.949,"AT&T 5-Handset DECT 6.0 Cordless Home and Business Phone with Answering Machine, 5"" Color Display, One-Touch Shortcut, Conference, Intercom, Smart Call Blocker, Bluetooth Connect to Cell: DLP73590",100,4.6,62,169.95,Amazon,7.32,13.6,1,650530032868,0650530032868,DLP73590
B0DT9NZ6C9,AT&T,0,24.95,1,0,0.666,"AT&T Additional Cordless Phone Handset with Long Range, Conference, Intercom, Speakerphone, One-Touch Call Block, Caller ID, Bluetooth Connect to Cell, Compatible with DLP73X90 Series: DLP70090",,4.6,62,,-,5.52,,0,650530032905,0650530032905,DLP70090
B0DT9QDY82,AT&T,26551.7,159.95,1,166,0.991,"AT&T 4-Handset DECT 6.0 Cordless Home and Business Phone with Answering Machine, 5"" Color Display, One-Touch Shortcut, Conference, Intercom, Smart Call Blocker, Bluetooth Connect to Cell: DLP73490",100,4.6,62,159.95,Amazon,7.24,12.8,1,650530032851,0650530032851,DLP73490
B0DT9P9SLN,AT&T,1259.3,89.95,1,14,1,"AT&T DECT 6.0 Cordless Home and Business Phone with Answering Machine, 5"" Large Color Display, One-Touch Shortcut, Conference, Intercom, Smart Call Blocker, Bluetooth Connect to Cell: DLP73190",,4.6,62,89.95,Amazon,6.05,7.2,1,650530034268,0650530034268,DLP73190
B0DT9ND5C5,AT&T,10655.9,129.95,1,82,0.92,"AT&T 2-Handset DECT 6.0 Cordless Home and Business Phone with Answering Machine, 5"" Color Display, One-Touch Shortcut, Conference, Intercom, Smart Call Blocker, Bluetooth Connect to Cell: DLP73290",50,4.6,62,129.95,Amazon,6.21,10.4,1,650530032875,0650530032875,DLP73290
B0DK3NMDJ5,AT&T,2377.62,69.93,1,34,1,"AT&T BL3107 DECT 6.0 Cordless Home Phone with Bluetooth, Answering System, Smart Call Blocker, Extended Range, 2"" Backlit Screen, Lighted Keypad with Big Buttons, Caller ID & Call logs",,4.2,2504,69.21,Amazon,5.77,5.54,1,650530033858,0650530033858,BL3107
B0DDZ6KXMX,AT&T,,,,,,AT&T Essentials Professional Edge Shield Compatible with iPhone 16 Pro Max Clear Case Magnetic Drop Protection Anti-Scratch TPU Advanced Design Wireless Power Compatible Defense,,4.3,39,20.99,AT&T Accessories (97% A2F3S5XI3J6S50),3.06,3.15,1,849944093194,0849944093194,150666
B0CTR7N71M,AT&T,,,,,,AT&T Essentials Professional Series Clear Screen Protector Compatible with iPhone 15 Plus Premium Tempered Glass Construction Anti-Scratch Technology Impact Protection Installation Kit,,4.1,43,,-,3.68,,1,849944088084,0849944088084,4283S
B0DK3K47WC,AT&T,17565.76,129.16,1,136,0.948,"AT&T BL3107-4 4-Handset DECT 6.0 Cordless Home Phone with Bluetooth, Answering System, Smart Call Blocker, Extended Range, 2"" Backlit Screen, Lighted Keypad with Big Buttons, Caller ID & Call logs",100,4.2,2504,149.95,Amazon,6.93,12,1,650530033827,0650530033827,BL3107-4
B0DK3MT793,AT&T,4061.64,123.08,1,33,1,"AT&T BL3107-3 3-Handset DECT 6.0 Cordless Home Phone with Bluetooth, Answering System, Smart Call Blocker, Extended Range, 2"" Backlit Screen, Lighted Keypad with Big Buttons, Caller ID & Call logs",50,4.2,2504,129.95,Amazon,6.62,10.4,1,650530033810,0650530033810,BL3107-3
B0DK3L6H6H,AT&T,83320.02,156.03,1,534,1,"AT&T Cordless Phone 5 Handset with Bluetooth, Landline Phones for Home, Answering System, Smart Call Blocker, DECT 6.0 Extended Range, 2"" Backlit Screen, Lighted Keypad with Big Buttons, BL3107-5",100,4.2,2504,152.95,Amazon,7.09,12.24,1,650530033834,0650530033834,BL3107-5
B0DK3PWVY9,AT&T,3241.44,90.04,1,36,1,"AT&T BL3107-2 2-Handset DECT 6.0 Cordless Home Phone with Bluetooth, Answering System, Smart Call Blocker, Extended Range, 2"" Backlit Screen, Lighted Keypad with Big Buttons, Caller ID & Call logs",,4.2,2504,83.96,Amazon,6.05,6.72,1,650530033865,0650530033865,BL3107-2
B09YWRRLVC,AT&T,6318.42,39.99,1,158,0,"AT&T Wi-Fi Turbo Hotspot 2, 256 MB, Black - Prepaid Hotspot, dual band",100,3.7,572,39.99,Mobile Dist (89% A2L5ZNQ7MRVUTW),4.01,3.2,2,643944306939,0643944306939,AT&T 6962C
B07P7RW4Y6,AT&T,,,,,,4412D+ / 108199050 (Certified Refurbished),,5,1,38.64,Global Phone Supply (88% AA3KNQ7ZLYPWC),,,0,034722676892,0034722676892,4412D+ / 108199050-cr
B07DSJMZNB,AT&T,,,,,,Merlin BIS-10 Speakerphone (Renewed),,3.9,10,77.95,Three Kings Telecom (93% ANSKIR0NM2UZX),7.56,6.24,0,"748926586955, 748926488747","0748926488747, 0748926586955",3167-10B-cr
B00LI8ZD1Y,AT&T,10350.62,43.49,2,238,1,"AT&T TL86003 Accessory Cordless Handset, Silver/Black | Requires AT&T TL86103 to Operate",200,4.4,550,45.95,Amazon,4.08,3.68,1,650530026157,"0650530026157, 8271072956195",TL86003
B07ZR9YHPY,AT&T,3298.14,22.59,6,146,0.014,Vtech AT2909/CL2909 Corded Speakerphone,100,4.1,324,19.99,101Dealz (94% A1OI3GGVAVZ4J9),5.87,1.6,6,"168141379482, 132017995588, 163121100933, 650530018961, 172302632873","0132017995588, 0172302632873, 0650530018961, 0163121100933, 0168141379482",AT2909/CL2909
B007P8DMBE,AT&T,5857.28,91.52,2,64,1,"AT&T TL88102 DECT 6.0 2-Line Expandable Cordless Phone with Answering System and Dual Caller ID/Call Waiting, 1 Handset, Silver/Black",50,4.2,882,76.3,Amazon,6.03,6.1,2,"132018189757, 088038042247, 803983020689, 100012715975, 734911357549, 638865683443, 638084518366, 052778850806, 807034904997, 012306265144, 163120828647, 641438075101, 514299518745, 754262002608, 012301535754, 854585409198, 014445137801, 780411335303, 872182754299, 190283044287, 611102299836, 617407415711, 151903533239, 041114536832, 807320353379, 172304219638, 805095146585, 163121372088, 724627207320, 650530024733, 053786296549, 053786142266, 696582184643, 115971574907, 521227613199, 809390022353","0754262002608, 0014445137801, 0012306265144, 0617407415711, 0734911357549, 0807320353379, 0151903533239, 7091359174644, 0724627207320, 0638084518366, 7123290497756, 0115971574907, 0809390022353, 0521227613199, 0805095146585, 0172304219638, 0053786142266, 0053786296549, 0100012715975, 0803983020689, 0650530024733, 0163121372088, 0638865683443, 0872182754299, 7123290432252, 0696582184643, 0041114536832, 0514299518745, 0807034904997, 0088038042247, 0132018189757, 0854585409198, 0012301535754, 5554442237746, 0052778850806, 0611102299836, 0641438075101, 0780411335303, 0190283044287, 0163120828647",TL88102
B007P8DLPQ,AT&T,3658.06,30.74,1,119,1,"AT&T TL88002 Additional Cordless Handset, Silver/Black, Requires an AT&T TL88102 Expandable Phone System to Operate",100,4.2,882,30.52,Amazon,4.26,2.44,2,650530024757,0650530024757,TL88002
B0D3MBH7VN,AT&T,0,183.86,1,0,1,"Bundle of AT&T TL86103 + AT&T TL86003 2-Line Corded/Cordless for Small Business with Answering Machine, 2-Mailboxes, Connect-to-Cell, Caller ID Announcer, Intercom",,,,185.93,Amazon,,,1,,,
B07GS9RHLK,AT&T,,,,,,Avaya Lucent Partner 34D/107305054/107320749 (Renewed) - Euro Series 1 - Black 34 Button Speaker Display - Refurbished Cellular Phone,,4,11,,-,,,0,748926475266,0748926475266,Partner 34D / 107305054 / 107320749-cr
B0CD2WD8SP,AT&T,,,,,,AT&T Professional Series 15W Wireless Charging Pad White Premium USB-C Fast Charging Universal Device Compatibility Qi Certified Technology,50,4.2,161,19.99,AT&T Accessories (97% A2F3S5XI3J6S50),3.9,3,2,738516562377,0738516562377,450Q
B07P8WR8R7,AT&T,,,,,,Avaya MLS 34D Telephone Black (Renewed),,,,99.76,Global Phone Supply (88% AA3KNQ7ZLYPWC),7.4,7.98,0,647213809688,0647213809688,3151-08-cr
B07K6RF8FJ,AT&T,13599.74,88.31,1,154,0.026,"AT&T CL84207 DECT 6.0 2-Handset Corded/Cordless Phone for Home with Long Range, Answering Machine, Call Blocking, Caller ID Announcer, Intercom, and Line-power mode, Silver/Black",100,4.3,594,84,Fast and Precise by Staples (89% A2JWZC447DF3BB),6.77,6.72,0,650530030376,0650530030376,CL84207
B0DYQNKDFV,AT&T,2174.76,103.56,1,21,0,"AT&T Motivate Pro 5G Unlocked | 128GB | 6.75"" Display | 5,000mAh Battery | 50MP | Finger Print, Face Unlock & NFC | Pearl White",,5,1,109.99,Mobile Dist (89% A2L5ZNQ7MRVUTW),4.26,8.8,2,850050719175,0850050719175,6723D
B07ZHNVL55,AT&T,,,,,,AT&T Radiant Core U304AA Prepaid Cell 4G Phone - Gray - Carirer Locked to AT&T Wireless,,3.3,361,44.99,USA Sim Solutions (97% AOR25CKVJ77WF),4.26,3.6,1,850007201029,0850007201029,ATTU304AA
B001S2PKQ8,AT&T,10681.02,84.77,2,126,1,AT&T SynJ SB67108 Cordless Expansion Handset for the AT&T SynJ SB67138 & SB67158 Small Business Phone System,100,4.2,479,79.95,BulkBuyPartners (98% A3FZ0U30ZE203H),5.1,6.4,2,"021111243643, 012304863908, 820294273863, 642125203180, 809185306880, 809301858309, 989597484472, 640206650946, 801593075037, 611101589778, 804993338030, 999998419867, 851975709838, 777780336895, 823019488900, 163120863617, 806291837833, 808112745211, 523160302741, 809099219719, 014445136958, 800187990749, 804066527088, 650530018787, 800011118127, 574680842767, 641438776787, 809385156322, 956260304887","0823019488900, 0163120863617, 0014445136958, 5554442234196, 0650530018787, 0804066527088, 0800011118127, 0809185306880, 0820294273863, 0956260304887, 0021111243643, 0809385156322, 0574680842767, 0640206650946, 0641438776787, 0012304863908, 0777780336895, 0801593075037, 0989597484472, 0809301858309, 0808112745211, 0611101589778, 0804993338030, 0523160302741, 0809099219719, 0851975709838, 0642125203180, 0999998419867, 0806291837833, 0800187990749",ATTSB67108
