Supplier Name,Product name,MPN,Supplier Cost,Supplier stock,Brand
Wortmann,Toner Brother TN-910C cyan,TN910C,255.70,16,Brother 
Wortmann,Toner Brother TN-910M magenta,TN910M,255.70,16,Brother 
Wortmann,Toner Brother TN-910Y yellow,TN910Y,255.70,14,Brother 
Wortmann,Toner Brother TN-247BK black (3.0k),TN-247BK,77.17,20,Brother 
Wortmann,Toner Brother TN-247M magenta (2.3k),TN-247M,89.38,30,Brother 
Wortmann,Trommel Brother DR-243CL (18k),DR-243CL,98.34,14,Brother 
Wortmann,Toner Brother TN-423BK black,TN423BK,102.03,16,Brother 
Wortmann,Toner Brother TN-423C cyan,TN423C,137.98,20,Brother 
Wortmann,Toner Brother TN-423M magenta,TN423M,137.98,17,Brother 
Wortmann,Toner Brother TN-426C cyan  6.5k,TN426C,205.18,12,Brother 
Wortmann,Toner Brother TN-245C cyan  2.2k,TN245C,84.90,10,Brother 
Wortmann,Tinte Brother LC-427C Cyan,LC427C,23.52,13,Brother 
Wortmann,Tinte Brother LC-427Y Yellow,LC427Y,23.52,12,Brother 
Wortmann,Toner Brother TN-241CMY Value Pack,TN241CMY,161.73,23,Brother 
Wortmann,Toner Brother TN-2420TWIN TWIN Pack Black,TN2420TWIN,127.57,23,Brother 
Wortmann,Toner Brother TN-247BKTWIN TWIN Pack Black,TN247BKTWIN,147.50,16,Brother 
Wortmann,Tinte Brother LC-422BK BLACK,LC422BK,17.81,69,Brother 
Wortmann,Tinte Brother LC-422C CYAN,LC422C,12.88,70,Brother 
Wortmann,Tinte Brother LC-422M Magenta,LC422M,12.88,63,Brother 
Wortmann,Tinte Brother LC-422Y Yellow,LC422Y,12.88,101,Brother 
Wortmann,Toner Brother TN-3520 (20.000 Seiten) black,TN3520,169.11,14,Brother 
Wortmann,Tinte Brother LC-422VAL Value Pack,LC422VAL,54.77,12,Brother 
Wortmann,Tinte Brother LC-422XLBK BLACK,LC422XLBK,34.16,41,Brother 
Wortmann,Tinte Brother LC-422XLC Cyan,LC422XLC,23.52,39,Brother 
Wortmann,Tinte Brother LC-422XLY Yellow,LC422XLY,23.52,34,Brother 
Wortmann,Tinte Brother LC-422XLM Magenta,LC422XLM,23.52,23,Brother 
Wortmann,Toner Brother TN-248 Black (1k),TN248BK,44.91,17,Brother 
Wortmann,Toner Brother TN-248 Yellow (1k),TN248Y,48.94,16,Brother 
Wortmann,"Toner Brother TN-248XL Magenta (2,3k)",TN248XLM,88.93,29,Brother 
Wortmann,"Toner Brother TN-248XL Yellow (2,3k)",TN248XLY,88.93,31,Brother 
Wortmann,Trommel Brother DR-248CL (30k),DR248CL,97.78,10,Brother 
Wortmann,Toner Brother TN-2510XL Black (3k),TN2510XL,70.56,43,Brother 
Wortmann,Trommel Brother DR-2510 (15k),DR2510,78.06,18,Brother 
Wortmann,Trommel Brother DR-3600 (75k),DR3600,211.68,12,Brother 
Wortmann,GIGA GC-WB1733D-I WLAN AC & Bluetooth 5.1 (PCIe x1),GC-WB1733D-I,24.53,80, GIGABYTE 
Wortmann,GIGA BRIX GB-BRi3H-10110 Barebone (Intel Core i3-10110U 2C/4T) ***,GB-BRI3H-10110,155.68,"3,228", GIGABYTE 
Wortmann,GIGA B550 GAMING X V2 AM4 B550/DDR4/ATX,B550 GAMING X V2,93.26,37, GIGABYTE 
Wortmann,GIGA B550 AORUS ELITE V2 AM4 B550/DDR4/ATX,B550 AORUS ELITE V2,112.27,27, GIGABYTE 
Wortmann,GIGA Z790 AORUS ELITE AX S1700/DDR5/HDMI-DP/4xM.2/WIFI/ATX,Z790 AORUS ELITE AX,230.01,12, GIGABYTE 
Wortmann,GIGA B650M AORUS ELITE AX AM5/DDR5/µATX,B650M AORUS ELITE AX,152.32,13, GIGABYTE 
Wortmann,GIGA B760M GAMING X DDR4 S1700/DDR4/µATX,B760M GAMING X DDR4,106.40,17, GIGABYTE 
Wortmann,GIGA B760 GAMING X DDR4 S1700/DDR4/2xM.2/HDMI-DP/ATX,B760 GAMING X DDR4,115.36,100, GIGABYTE 
Wortmann,GIGA TPM Modul CTM000_TPM 2.0 (LPC),CTM000_TPM 2.0,26.76,94, GIGABYTE 
Wortmann,GIGA H610I DDR4 S1700/DDR4/mITX,H610I DDR4,98.56,17, GIGABYTE 
Wortmann,GIGA B760 DS3H DDR4 S1700/DDR4/ATX,B760 DS3H DDR4,103.04,9, GIGABYTE 
Wortmann,GIGA B650M GAMING X AX AM5/DDR5/µATX,B650M GAMING X AX,145.60,24, GIGABYTE 
Wortmann,GIGA A520M DS3H V2 AM4/DDR4/HDMI-DP/µATX,A520M DS3H V2,59.15,443, GIGABYTE 
Wortmann,GIGA TPM Modul GC-TPM2.0 SPI V2 (SPI),GC-TPM2.0 SPI V2,22.29,13, GIGABYTE 
Wortmann,GIGA B650 AORUS ELITE AX V2 AM5/DDR5/ATX,B650 AORUS ELITE AX V2,168.00,101, GIGABYTE 
Wortmann,GIGA B650 EAGLE AX AM5/DDR5/3xM.2/WIFI/Type-C/ATX,B650 EAGLE AX,130.19,607, GIGABYTE 
Wortmann,GIGA B650 GAMING X AX V2 AM5/DDR5/ATX,B650 GAMING X AX V2,151.95,145, GIGABYTE 
Wortmann,GIGA H610M S2H V3 DDR4 S1700/DDR4/µATX,H610M S2H V3 DDR4,66.02,26, GIGABYTE 
Wortmann,GIGA B650I AX AM5/DDR5/mITX,B650I AX,138.88,17, GIGABYTE 
Wortmann,GIGA GC-WIFI7 Wi-Fi 7 & Bluetooth 5.3 (PCIe x1) Rev1.0 Qualcomm,GC-WIFI7,41.33,279, GIGABYTE 
Wortmann,GIGA H610M H V3 DDR4 S1700/DDR4/µATX,H610M H V3 DDR4,60.78,14, GIGABYTE 
Wortmann,GIGA X870E AORUS MASTER AM5/DDR5/ATX,X870E AORUS MASTER,470.56,76, GIGABYTE 
Wortmann,GIGA X870E AORUS ELITE WIFI7 AM5/DDR5/ATX,X870E AORUS ELITE WIFI7,282.24,142, GIGABYTE 
Wortmann,GIGA X870 AORUS ELITE WIFI7 AM5/DDR5/ATX,X870 AORUS ELITE WIFI7,271.43,21, GIGABYTE 
Wortmann,GIGA X870 AORUS ELITE WF7 ICE AM5/DDR5/ATX,X870 A ELITE WF7 ICE,262.00,37, GIGABYTE 
Wortmann,GIGA X870E AORUS PRO AM5/DDR5/ATX,X870E AORUS PRO,323.84,21, GIGABYTE 
Wortmann,GIGA X870E AORUS PRO ICE AM5/DDR5/ATX,X870E AORUS PRO ICE,313.35,10, GIGABYTE 
Wortmann,GIGA X870 GAMING X WIFI7 AM5/DDR5/ATX,X870 GAMING X WIFI7,235.80,29, GIGABYTE 
Wortmann,GIGA X870 EAGLE WIFI7 AM5/DDR5/ATX,X870 EAGLE WIFI7,214.84,619, GIGABYTE 
Wortmann,GIGA H610M D3W DDR4 S1700/DDR4/DP-HDMI/µATX,H610M D3W DDR4,69.69,"3,463", GIGABYTE 
Wortmann,GIGA Z890 AORUS PRO ICE S1851/DDR5/ATX,Z890 AORUS PRO ICE,313.60,30, GIGABYTE 
Wortmann,GIGA Z890 AERO G S1851/DDR5/ATX,Z890 AERO G,303.52,26, GIGABYTE 
Wortmann,GIGA Z890 AORUS ELITE X ICE S1851/DDR5/ATX,Z890 AORUS ELITE X ICE,282.24,32, GIGABYTE 
Wortmann,GIGA Z890 AORUS ELITE WIFI7 ICE S1851/DDR5/ATX,Z890 AORUS ELITE WIFI7 ICE,246.40,16, GIGABYTE 
Wortmann,GIGA Z890 EAGLE WIFI7 S1851/DDR5/ATX,Z890 EAGLE WIFI7,204.96,59, GIGABYTE 
Wortmann,GIGA Z890 UD WIFI6E S1851/DDR5/ATX,Z890 UD WIFI6E,183.68,26, GIGABYTE 
Wortmann,GIGA X870 GAMING WF6 AM5/DDR5/ATX,X870 GAMING WF6,199.12,381, GIGABYTE 
Wortmann,GIGA B650E AORUS STEALTH ICE AM5/DDR5/ATX,B650E AORUS STEALTH ICE,254.24,12, GIGABYTE 
Wortmann,GIGA B860 AORUS ELITE WF7 ICE S1851/DDR5/ATX,B860 AORUS ELITE WF7 ICE,204.96,29, GIGABYTE 
Wortmann,GIGA B860 GAMING X WIFI6E S1851/DDR5/ATX,B860 GAMING X WIFI6E,188.16,32, GIGABYTE 
Wortmann,GIGA B860 EAGLE WIFI6E S1851/DDR5/ATX,B860 EAGLE WIFI6E,166.88,23, GIGABYTE 
Wortmann,GIGA B860 DS3H WIFI6E S1851/DDR5/ATX,B860 DS3H WIFI6E,152.32,25, GIGABYTE 
Wortmann,GIGA B860 DS3H S1851/DDR5/ATX,B860 DS3H,152.32,24, GIGABYTE 
Wortmann,GIGA B860I AORUS PRO ICE S1851/DDR5/MITX,B860I AORUS PRO ICE,250.88,18, GIGABYTE 
Wortmann,GIGA B860M D3HP S1851/DDR5/µATX,B860M D3HP,120.96,20, GIGABYTE 
Wortmann,GIGA B860M DS3H S1851/DDR5/µATX,B860M DS3H,131.04,580, GIGABYTE 
Wortmann,GIGA B860M GAMING X WIFI6E S1851/DDR5/µATX,B860M GAMING X WIFI6E,166.88,35, GIGABYTE 
Wortmann,GIGA B850M DS3H AM5/DDR5/µATX,B850M DS3H,131.04,17, GIGABYTE 
Wortmann,GIGA B850I AORUS PRO AM5/DDR5/mITX,B850I AORUS PRO,257.60,38, GIGABYTE 
Wortmann,GIGA B850 EAGLE WIFI6E AM5/DDR5/3xM.2/WIFI/Type-C/ATX,B850 EAGLE WIFI6E,166.88,10, GIGABYTE 
Wortmann,GIGA B860M AORUS ELITE WF6E ICE S1851/DDR5/µATX,B860M AORUS ELITE WF6E ICE,188.16,24, GIGABYTE 
Wortmann,GIGA B850 AI TOP AM5/DDR5/µATX,B850 AI TOP,372.96,27, GIGABYTE 
Wortmann,GIGA B850 GAMING X WIFI6E AM5/DDR5/ATX,B850 GAMING X WIFI6E,188.16,21, GIGABYTE 
Wortmann,GIGA B850M D3HP AM5/DDR5/µATX,B850M D3HP,120.96,29, GIGABYTE 
Wortmann,GIGA B850M GAMING X WF6E AM5/DDR5/µATX,B850M GAMING X WF6E,166.88,14, GIGABYTE 
Wortmann,GIGA VGA 2GB GT1030 LP H/DVI,GV-N1030D4-2GL,73.83,58, GIGABYTE 
Wortmann,GIGA VGA 12GB RTX3060 WINDFORCE-OC 12G 2.0  2xDP/2xHDMI,GV-N3060WF2OC-12GD 2.0,259.73,230, GIGABYTE 
Wortmann,GIGA VGA 6GB RTX3050 OC-6GL/LP 2xDP/2xHDMI,GV-N3050OC-6GL,171.25,80, GIGABYTE 
Wortmann,GIGA VGA 16GB RTX5080 GAMING OC-16G 3xDP/HDMI,GV-N5080GAMING OC-16GD,1213.97,21, GIGABYTE 
Wortmann,GIGA VGA 12GB RTX5070 EAGLE OC ICE-12G 3xDP/HDMI,GV-N5070EAGLEOC ICE-12GD,636.05,11, GIGABYTE 
Wortmann,GIGA VGA 12GB RTX5070 EAGLE OC-12G 3xDP/HDMI,GV-N5070EAGLE OC-12GD,643.89,14, GIGABYTE 
Wortmann,Asus NUC Barebone NUC11ATKC40000 Atlas Canyon Retail,90AB1ATK-MB3100,174.61,691,Asus
Wortmann,Asus NUC  Barebone NUC12WSKV7 vPro Wall Street Canyon,90AB2WSK-MRE100,525.28,19,Asus
Wortmann,Asus NUC  Barebone NUC13ANKI7 Arena Canyon,90AB3ANK-MR8120,570.08,86,Asus
Wortmann,Asus NUC  Barebone NUC12WSHI7 Wall Street Canyon,90AR00E1-M000J0,525.28,126,Asus
Wortmann,Asus NUC  Barebone NUC13ANKI5 Arena Canyon,90AR0031-M00060,443.41,261,Asus
Wortmann,Asus NUC  Barebone NUC13ANKI3 Arena Canyon,90AR0031-M00010,334.77,335,Asus
Wortmann,Asus NUC  Barebone NUC13ANKI5 Arena Canyon,90AR0031-M00090,446.88,225,Asus
Wortmann,Asus NUC  Barebone RNUC14RVHI3 Revel Canyon,90AR0072-M00040,357.28,500,Asus
Wortmann,Asus NUC  Barebone RNUC14RVHI3 Revel Canyon,90AR0072-M00010,357.28,350,Asus
Wortmann,Asus NUC  Barebone RNUC14RVHU5 Revel Canyon,90AR0072-M000P0,480.48,325,Asus
Wortmann,ASUS PRIME H510M-A S1200/DDR4/DP-HDMI-VGA/1xM.2/µATX***,90MB17C0-M0EAY0,78.29,468,Asus
Wortmann,ASUS PRO Q570M-C/CSM S1200/2xDP-HDMI/2xM.2/24-7/vPro/µATX,90MB1700-M0EAYC,99.68,844,Asus
Wortmann,ASUS ROG STRIX Z790-A GAMING WIFI D4 S1700/DDR4/ATX,90MB1CN0-M0EAY0,287.16,12,Asus
Wortmann,ASUS PRIME N100I-D D4-CSM N100/VGA-HDMI-DP/COM/mITX,90MB1F70-M0EAYC,89.60,48,Asus
Wortmann,ASUS PRIME H610M-A D4-CSM S1700/DDR4/DP-HDMI-VGA/2xM.2/µATX,90MB19P0-M0EAYC,87.16,"1,029",Asus
Wortmann,ASUS SERVER P11C-I S1151v2 C242/VGA/2xGBL/mITX ***,90SB06T0-M0UBN0,208.10,318,Asus
Wortmann,ASUS PRO WS W680M-ACE SE S1700/DDR5/DP-HDMI/3xLAN/24-7/µATX,90MB1FA0-M0EAY0,487.20,38,Asus
Wortmann,ASUS TUF GAMING B650-PLUS WIFI B650/AM5/ATX,90MB1BZ0-M0EAY0,193.88,12,Asus
Wortmann,ASUS ROG STRIX B650E-F GAMING WIFI B650/AM5/ATX,90MB1BQ0-M0EAY0,249.41,12,Asus
Wortmann,ASUS ROG STRIX X870-I GAMING X870/AM5/mITX,90MB1IW0-M0EAY0,431.78,10,Asus
Wortmann,ASUS TUF GAMING X870-PLUS WIFI X870/AM5/ATX,90MB1IU0-M0EAY0,324.88,84,Asus
Wortmann,ASUS ROG STRIX X870E-E GAMING WIFI X870E/AM5/ATX,90MB1IB0-M0EAY0,485.22,10,Asus
Wortmann,ASUS PRIME X870-P WIFI X870/AM5/HDMI-USB4-C/4xM.2/ATX,90MB1IS0-M0EAY0,268.80,288,Asus
Wortmann,ASUS PRIME Z890-P WIFI S1851/DDR5/DP-HDMI/3xM.2/ATX,90MB1I70-M0EAY0,268.80,47,Asus
Wortmann,ASUS TUF GAMING Z890-PLUS WIFI S1851/DDR5/DP-HDMI/4xM.2/ATX,90MB1IQ0-M0EAY0,301.28,231,Asus
Wortmann,ASUS VGA 2GB GT1030 LP Silent H/DVI,90YV0AT0-M0NA00,76.05,49,Asus
Wortmann,ASUS VGA NV 2GB GT1030 LP H/DP,90YV0AT2-M0NA00,71.57,65,Asus
Wortmann,ASUS VGA 12GB RTX3060 DUAL-O12G-V2 3xDP/HDMI,90YV0GB2-M0NA10,257.49,37,Asus
Wortmann,ASUS VGA 2GB GT730-SL-2 GD5-BRK-LP SILENT HDMI/DVI/VGA,90YV06N2-M0NA00,61.49,39,Asus
Wortmann,ASUS VGA 2GB GT730 PCIe x1/ Silent/ 4xHDMI,90YV0H20-M0NA00,64.85,189,Asus
Wortmann,ASUS VGA 6GB RTX3050 DUAL-O6G DP/HDMI/DVI-D,90YV0K60-M0NA00,191.41,66,Asus
Wortmann,ASUS VGA 16GB RX9070XT PRIME OC 3xDP/HDMI,90YV0L71-M0NA00,707.73,27,Asus
Wortmann,ASUS VGA 12GB RTX5070 PRIME-O12G 3xDP/1xHDMI,90YV0M10-M0NA00,605.81,26,Asus
Wortmann,TP-LINK Switch TL-SG108PE 8xGBit (4x PoE+ / 64W) Unmanaged,TL-SG108PE,50.96,52,TP-LINK 
Wortmann,TP-LINK WLAN 1200MBit Repeater (1xLAN) RE305,RE305,31.92,19,TP-LINK 
Wortmann,TP-LINK WLAN AC1350 Access Point Dualband EAP225,EAP225,68.31,260,TP-LINK 
Wortmann,TP-LINK WLAN AC1750 Access Point Dualband EAP245,EAP245,84.84,130,TP-LINK 
Wortmann,TP-LINK PCIe LAN Adapter GBit (10/100/1000MBit),TG-3468,9.73,70,TP-LINK 
Wortmann,TP-LINK Switch TL-SG1005D 5xGBit Unmanaged,TL-SG1005D,13.43,382,TP-LINK 
Wortmann,TP-LINK Switch TL-SG1008D 8xGBit Unmanaged,TL-SG1008D,17.35,246,TP-LINK 
Wortmann,"TP-LINK Switch TL-SG1016 16xGBit Unmanaged 19""",TL-SG1016,66.08,54,TP-LINK 
Wortmann,"TP-LINK Switch TL-SG1024 24xGBit Unmanaged 19""",TL-SG1024,73.81,56,TP-LINK 
Wortmann,"TP-LINK Switch TL-SG1048 48xGBit Unmanaged 19""",TL-SG1048,250.77,15,TP-LINK 
Wortmann,TP-LINK Switch TL-SF1005D 5x 10/100MBit Unmanaged ,TL-SF1005D,8.40,75,TP-LINK 
Wortmann,TP-LINK Konverter GBit RJ45 > GBit SFP,MC220L,16.24,21,TP-LINK 
Wortmann,TP-LINK Konverter GBit RJ45 > GBit SM SC,MC210CS,28.00,24,TP-LINK 
Wortmann,TP-LINK Konverter GBit RJ45 > GBit MM SC,MC200CM,28.00,48,TP-LINK 
Wortmann,TP-LINK MiniGBIC Modul 1GBit SFP LC Singlemode LX SM311LS,SM311LS,14.84,32,TP-LINK 
Wortmann,TP-LINK PoE Injektor POE150S,POE150S,13.43,89,TP-LINK 
Wortmann,TP-LINK PoE Receiver POE10R,POE10R,9.97,283,TP-LINK 
Wortmann,TP-LINK WLAN AC1200 Access Point Dualband EAP225-Outdoor,EAP225-OUTDOOR,81.20,40,TP-LINK 
Wortmann,TP-LINK WLAN 150MBit USB Adap. Lite-N High-Gain,TL-WN722N,8.40,171,TP-LINK 
Wortmann,TP-LINK WLAN 750MBit Repeater RE200,RE200,25.65,37,TP-LINK 
Wortmann,TP-LINK WLAN 300MBit Router (2T2R),TL-WR841N,16.80,64,TP-LINK 
Wortmann,TP-LINK Omada Hardware Controller OC200,OC200,84.84,93,TP-LINK 
Wortmann,TP-LINK WLAN 300MBit USB Adapter (2T2R) High,TL-WN822N,11.19,38,TP-LINK 
Wortmann,TP-LINK 600MBit WLAN-USB Adapter Dualband AC,ARCHER T2U PLUS,15.12,10,TP-LINK 
Wortmann,TP-LINK Switch TL-SG1005P 5xGBit (4xPoE / 65W) Unmanaged,TL-SG1005P,34.72,144,TP-LINK 
Wortmann,TP-LINK Switch TL-SG1008MP 8xGBit Unmanaged (8x PoE / 126W),TL-SG1008MP,94.07,13,TP-LINK 
Wortmann,TP-LINK Switch TL-SG1016D 16xGBit Unmanaged Desktop,TL-SG1016D,51.52,100,TP-LINK 
Wortmann,TP-LINK WLAN 3000MBit AX3000 Wi-Fi 6 Bluetooth 5.0 PCIe Adapter LP,ARCHER TX50E,38.64,18,TP-LINK 
Wortmann,TP-LINK Switch TL-SG1024D 24xGBit Unmanaged Desktop,TL-SG1024D,74.93,63,TP-LINK 
Wortmann,TP-LINK WLAN 300MBit PCIe Adapter (2T2R),TL-WN881ND,12.87,44,TP-LINK 
Wortmann,TP-LINK WLAN 300MBit USB Adapter Mini,TL-WN823N,8.50,88,TP-LINK 
Wortmann,TP-LINK WLAN 300MBit Repeater (1xLAN),TL-WA850RE,15.67,25,TP-LINK 
Wortmann,TP-LINK Switch TL-SG105 5xGBit Unmanaged Metallgehäuse ,TL-SG105,14.55,388,TP-LINK 
Wortmann,TP-LINK Switch TL-SG108 8xGBit Unmanaged Metallgehäuse ,TL-SG108,20.71,427,TP-LINK 
Wortmann,TP-LINK WLAN 300MBit USB High Power Adapter (1T2R)***,TL-WN8200ND,15.68,24,TP-LINK 
Wortmann,TP-LINK Switch TL-SG1008P 8xGBit Unmanaged (4xPoE),TL-SG1008P,45.25,24,TP-LINK 
Wortmann,TP-LINK Switch TL-SG1016DE 16xGBit Easy Managed Desktop,TL-SG1016DE,62.16,21,TP-LINK 
Wortmann,TP-LINK Switch TL-SG1024DE 24xGBit Easy Smart Managed Desktop,TL-SG1024DE,91.96,28,TP-LINK 
Wortmann,TP-LINK Switch SG2428P 24xGBit/4xSFP Managed PoE+ (250W),SG2428P,282.23,211,TP-LINK 
Wortmann,TP-LINK Switch SG3428 24xGBit/4xSFP Managed,SG3428,165.20,34,TP-LINK 
Wortmann,TP-LINK Switch SG3428MP 24xGBit/4xSFP PoE+ Managed,SG3428MP,365.12,63,TP-LINK 
Wortmann,TP-LINK 1300MBit WLAN-USB Adapter Dualband AC,ARCHER T4U,21.60,162,TP-LINK 
Wortmann,TP-LINK 600MBit WLAN-USB Adapter Dualband AC,ARCHER T2U,13.72,11,TP-LINK 
Wortmann,TP-LINK Switch SG2210P 8xGBit/2xSFP Managed PoE+ (53W),SG2210P,118.71,49,TP-LINK 
Wortmann,"TP-LINK WLAN 300MBit Access Point 2,4GHz CPE210",CPE210,35.83,55,TP-LINK 
Wortmann,TP-LINK WLAN 300MBit Access Point 5GHz CPE510,CPE510,49.28,15,TP-LINK 
Wortmann,TP-LINK Switch TL-SG105E 5xGBit Managed Metallgehäuse,TL-SG105E,16.80,213,TP-LINK 
Wortmann,TP-LINK Switch TL-SG108E 8xGBit Unmanaged Metallgehäuse,TL-SG108E,25.20,182,TP-LINK 
Wortmann,TP-LINK Mobiler WLAN-Router 4G LTE M7350 ,M7350,59.25,49,TP-LINK 
Wortmann,TP-LINK AC750 WLAN-Router Dualband,ARCHER C20,25.20,14,TP-LINK 
Wortmann,TP-LINK WLAN AC1750MBit Repeater (1xLAN) RE450 ,RE450,41.43,100,TP-LINK 
Wortmann,TP-LINK USB3.0 zu GBit Ethernet Adapter UE300,UE300,11.14,180,TP-LINK 
Wortmann,TP-LINK 7 Port USB3.0 Hub aktiv UH700,UH700,27.89,79,TP-LINK 
Wortmann,TP-LINK 4 Port USB3.0 Hub passiv UH400,UH400,9.24,183,TP-LINK 
Wortmann,TP-LINK Switch SG2210MP 8xGBit/2xSFP Managed PoE+ (150W),SG2210MP,155.67,15,TP-LINK 
Wortmann,TP-LINK Switch SG2008P 8xGBit Managed (4x PoE+) 62W,SG2008P,95.26,175,TP-LINK 
Wortmann,TP-LINK WLAN AX1800 Access Point Dualband EAP620 HD,EAP620 HD,116.67,47,TP-LINK 
Wortmann,TP-LINK WLAN AX3600 Access Point Dualband EAP660 HD V.2,EAP660 HD,225.11,115,TP-LINK 
Wortmann,TP-LINK Switch SG3428X 24xGBit/4xSFP+ Managed,SG3428X,248.37,30,TP-LINK 
Wortmann,TP-LINK WLAN AC1200 Access Point Dualband EAP230-Wall,EAP230-WALL,57.01,19,TP-LINK 
Wortmann,"LG LCD 49WQ95X-W 49"" white",49WQ95X-W.AEU,1387.57,79,LG
Wortmann,"LG LCD 32UP55NP-W 32"" white",32UP55NP-W.AEU,290.08,249,LG
Wortmann,"LG LCD 35BN77CP-B 35"" black ***",35BN77CP-B.AEU,349.44,61,LG
Wortmann,"LG LCD 40WP95XP-W 39,7"" white UltraWide",40WP95XP-W.AEU,1296.95,32,LG
Wortmann,"LG LCD 35WN75CP-B 35"" black",35WN75CP-B.AEU,410.98,65,LG
Wortmann,"LG LCD 32GQ950P-B 32"" black ***",32GQ950P-B.AEU,994.56,130,LG
Wortmann,"LG LCD 27BQ65UB-B 27"" black ***",27BQ65UB-B.AEU,319.17,718,LG
Wortmann,"LG LCD 27BQ75QB-B 27"" black ***",27BQ75QB-B.AEU,264.31,65,LG
Wortmann,"LG LCD 27GR93U-B 27"" black ***",27GR93U-B.AEU,390.88,29,LG
Wortmann,"LG LCD 49BQ95C-W 49"" white",49BQ95C-W.AEU,1050.00,38,LG
Wortmann,"LG LCD 34BR65F-B 34"" black UltraWide",34BR65F-B.AEU,239.67,149,LG
Wortmann,"LG LCD 34WQ500-B 34"" black ",34WQ500-B.AEU,200.48,34,LG
Wortmann,"LG LCD  39GS95QE-B 39"" Black UltraWide",39GS95QE-B.AEU,1295.84,60,LG
Wortmann,"LG LCD 34GS95QE-B 34"" Black",34GS95QE-B.AEU,818.24,999,LG
Wortmann,"LG LCD  32GS85QX-B 32"" black",32GS85QX-B.AEU,408.80,66,LG
Wortmann,"LG LCD  45GS95QX-B 45"" black",45GS95QX-B.AEU,1466.08,46,LG
Wortmann,"LG LCD 27GS95QX-B 27"" black",27GS95QX-B.AEU,722.40,46,LG
Wortmann,"LG LCD 27GS75QX-B 27"" black",27GS75QX-B.AEU,320.32,25,LG
Wortmann,"LG LCD 24BA450-B 24"" black ",24BA450-B.AEUQ,105.17,208,LG
Wortmann,"LG LCD 24BA550-B 24"" black ",24BA550-B.AEUQ,121.52,392,LG
Wortmann,"LG LCD 24BA560-B 24"" black",24BA560-B.AEUQ,121.97,47,LG
Wortmann,"LG LCD 27BA560-B 27"" black",27BA560-B.AEUQ,144.37,32,LG
Wortmann,"LG LCD 27BA450-B 27"" black",27BA450-B.AEUQ,128.24,103,LG
Wortmann,"LG LCD 27BA550-B 27"" black",27BA550-B.AEUQ,145.49,653,LG
Wortmann,"LG LCD 32GS75QX-B 32"" black",32GS75QX-B.AEU,346.08,37,LG
Wortmann,"LG LCD 24BA650-B 24"" black ",24BA650-B.AEU,230.72,19,LG
Wortmann,"LG LCD 24BA850-B 24"" black ",24BA850-B.AEU,288.96,174,LG
Wortmann,"LG LCD 27BA400-B 27"" black",27BA400-B.AEU,110.32,105,LG
Wortmann,"LG LCD 27BA650-B 27"" black",27BA650-B.AEU,254.24,105,LG
Wortmann,"LG LCD 27BA850-B 27"" black",27BA850-B.AEU,311.36,54,LG
Wortmann,AVM FRITZ!Powerline 1220 Set,20002737,119.28,40,AVM
Wortmann,AVM FRITZ!Powerline 1220 Single,20002736,78.74,366,AVM
Wortmann,AVM FRITZ!DECT 210,20002723,49.06,"1,518",AVM
Wortmann,AVM FRITZ!WLAN USB Stick AC 430 MU-MIMO,20002766,31.25,255,AVM
Wortmann,AVM FRITZ!Powerline 1260 WLAN Set,20002795,161.84,156,AVM
Wortmann,AVM FRITZ!Box 6890 LTE,20002817,397.60,43,AVM
Wortmann,AVM FRITZ!Repeater 600,20002853,35.28,510,AVM
Wortmann,AVM FRITZ!Fon C6 White DECT-Mobilteil,20002848,80.98,736,AVM
Wortmann,AVM FRITZ!Repeater 2400,20002855,102.70,571,AVM
Wortmann,AVM FRITZ!Fon M2 DECT-Mobilteil,20002511,49.06,137,AVM
Wortmann,AVM FRITZ!Box 7530 AX,20002930,195.44,400,AVM
Wortmann,AVM FRITZ!DECT 440,20002905,56.84,405,AVM
Wortmann,AVM FRITZ!Box 6850 LTE,20002925,197.12,30,AVM
Wortmann,AVM FRITZ!DECT Repeater 100,20002598,79.52,193,AVM
Wortmann,AVM FRITZ!DECT 200,20002572,44.80,334,AVM
Wortmann,AVM FRITZ!Box 5530,20002960,190.68,100,AVM
Wortmann,AVM FRITZ!Fon C6 Black DECT-Mobilteil ,20002964,80.98,634,AVM
Wortmann,AVM FRITZ!Repeater 6000 ,20002908,244.72,127,AVM
Wortmann,AVM FRITZ!Box 6850 5G,20002914,520.80,11,AVM
Wortmann,AVM FRITZ!Repeater 1200 AX,20002974,86.41,205,AVM
Wortmann,AVM FRITZ!Box 4060,20002931,239.12,190,AVM
Wortmann,AVM FRITZ!Box 6690 Cable,20002965,287.84,80,AVM
Wortmann,AVM FRITZ!Box 7590 AX,20002998,278.88,361,AVM
Wortmann,AVM FRITZ!DECT 302,20002961,59.36,966,AVM
Wortmann,AVM FRITZ!Repeater 3000 AX,20002988,170.24,222,AVM
Wortmann,AVM FRITZ!Smart Gateway ,20003012,79.52,189,AVM
Wortmann,AVM FRITZ!Fon X6 schwarz,20002966,89.49,91,AVM
Wortmann,AVM FRITZ!Fon X6 weiß,20002987,89.49,"2,592",AVM
Wortmann,AVM FRITZ!Powerline 1240 AX WLAN Set,20003021,144.48,192,AVM
Wortmann,AVM FRITZ!DECT 350,20003050,35.28,"1,340",AVM
Wortmann,AVM FRITZ! Mesh Set 7530 AX + 1200 AX ,20003049,239.12,72,AVM
