Main Image,Image Count,ASIN,Page Score,Title,Brand,Est. Monthly Revenue,Trailing 12 Months,Main Category,Main Category Rank,Primary Subcategory,Primary Subcategory Rank,1 Month Growth,12 Month Growth,Opportunity Score,Est. New Seller Share,Price,Package Quantity,FBA Sellers,All Sellers,Est. Monthly Units Sold,Amazon In-Stock Rate,Rating,Ratings Count,Parent ASIN,Launch Date,UPC,Manufacturer,Part Number,Model
41aFuLw2EKL.jpg,1,B0DDWH41HB,6.8,Meta Quest 3 512GB — Ultimate Mixed Reality Experiences — Get Batman: Arkham Shadow and a 3-Month Trial of Meta Quest+ Included,Meta,8649827,80799488.53,Video Games,18,Cell Phone Virtual Reality (VR) Headsets,1,-0.142,,6.5,8650,499.99,1,2,11,17300,1,4.5,6403,B0CK19S7R2,2024-09-30 00:00:00,815820025344,Meta,Q3S128,815820025344
71YjsbkkO9L.jpg,8,B0DZCBYCNY,6.7,"Insta360 X5 - Waterproof 8K 360° Action Camera, Leading Low Light, Invisible Selfie Stick Effect, Rugged and Replaceable Lens, 3-Hour Battery, Built-in Wind Guard, Stabilization, Triple AI Chip Design",Insta360,8187151.14,,Electronics,103,Sports & Action Video Cameras,1,,,8,7443,549.99,1,1,3,14886,0,,0,B0F5QKYDH7,2025-04-03 00:00:00,842126113079,Insta360,CINSAAHA-S,CINSAAHA
717MAdQLQVL.jpg,7,B0882ZJ48W,9.7,"GE XWFE Refrigerator Water Filter, Genuine Replacement Filter, Certified to Reduce Lead, Sulfur, and 50+ Other Impurities, Replace Every 6 Months for Best Results, Pack of 1",GE,4891798.25,52402180.59,Tools & Home Improvement,3,In-Refrigerator Water Filters,1,0.002,0.192,3.7,20135,48.59,1,6,13,100675,1,4.5,33744,,2020-05-04 00:00:00,84691851615,GE Appliances,XWFE,XWFE
81i7ILLcnuL.jpg,13,B079VP6DH5,9.9,"Bounty Paper Towels Quick Size, White, 16 Family Rolls = 40 Regular Rolls (Packaging May Vary)",Bounty,4440242.02,54462819.5,Health & Household,6,Paper Towels,1,0,-0.008,5.7,51049,43.49,16,2,15,102098,1,4.8,262168,B0F43DY75H,2018-04-03 00:00:00,30772079768,Procter & Gamble (P&G-2),1299292831,1299292831
31kTNmpm6vL.jpg,5,B0CL61F39H,6.9,PlayStation®5 console (slim),PlayStation,4064431.14,86716209.28,Video Games,383,PlayStation 5 Consoles,3,1.125,1.226,6.2,4081,497.97,1,1,10,8162,1,4.7,6324,B0DT7K94J6,2023-12-10 00:00:00,711719573364,Sony,1000039671,CFI-2015
71aHvYUgX1L.jpg,3,B0DKFMSMYK,6.7,"AMD RYZEN 7 9800X3D 8-Core, 16-Thread Desktop Processor",AMD,3750286.28,24252132.99,Electronics,,Computer CPU Processors,1,-0.152,,4.2,7697,487.24,1,11,73,7697,0.544,4.7,1206,,2024-11-07 00:00:00,730143315289,AMD,100-100001084WOF,Ryzen ™ 7 9800X3D
71V0kbGwsTL.jpg,7,B0016HF5GK,9.5,"BISSELL Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner, Car and Auto Detailer, with Exclusive Specialty Tools, Green, 1400B",Bissell,3661572.8,94690773.71,Home & Kitchen,47,Carpet & Upholstery Cleaning Machines,1,-0.076,-0.228,4,8108,112.9,1,5,9,32432,1,4.5,95670,B0DVMXPDHT,2011-03-24 00:00:00,11120007503,BISSELL,1400B,1400B
71VPFJJZ7WL.jpg,7,B002WKO7LY,8.9,"In The Swim 3 Inch Stabilized Chlorine Tablets for Sanitizing Swimming Pools - Individually Wrapped, Slow Dissolving - 90% Available Chlorine - Tri-Chlor - 50 Pounds",In The Swim,3588751.74,15216663.6,"Patio, Lawn & Garden",84,Swimming Pool Chlorine,3,0.614,0.27,8.4,18807,190.82,1,1,3,18807,0,4.6,21139,B09J1M4BDF,2021-10-17 00:00:00,656165284689,In The Swim,C3050,C3050
61pg7GRP3GL.jpg,12,B002MSN3QQ,9.9,"EltaMD UV Clear Face Sunscreen SPF 46, Oil Free for Face with Zinc Oxide, Dermatologist Recommended Sunscreen Lotion, For Acne-Prone Sensitive Skin, 1.7 oz Pump",EltaMD,3576401.4,35922686.32,Beauty & Personal Care,41,Facial Sunscreens,1,0.287,-0.052,5.9,27218,43.8,1,2,4,81653,1,4.6,80079,B0DP1JRKHK,2004-02-19 00:00:00,,EltaMD,2500,2500
81StZsCHUDL.jpg,14,B0798DVT68,9.8,"Charmin Ultra Soft Cushiony Touch Toilet Paper, 24 Family Mega Rolls = 123 Regular Rolls",Charmin,3549283.92,44439791.8,Health & Household,6,Toilet Paper,2,0.012,-0.005,6.5,50004,35.49,24,1,16,100008,1,4.8,110066,B0D3M3XWKH,2018-03-12 00:00:00,30772025055,Procter & Gamble,43217-6299,43217-6299
41QFsv+dEzL.jpg,11,B00LU4CZP8,8.9,"Nutrafol Women's Hair Growth Supplements, Ages 18-44, Clinically Proven for Visibly Thicker and Stronger Hair, Dermatologist Recommended - 1 Month Supply",Nutrafol,3545696,45207724.66,Beauty & Personal Care,388,Hair Regrowth Treatments,5,-0.005,0.227,9.1,20146,88,1,1,2,40292,0.036,4.2,17888,,2014-07-15 00:00:00,810102111098,Nutrafol,NutraWoman,NutraWoman
31moa225VhL.jpg,7,B07978VPPH,9,"THORNE - Creatine - Creatine Monohydrate, Amino Acid Powder - Support Muscles, Cellular Energy and Cognitive Function* - Gluten-Free, Keto - NSF Certified for Sport - 16 Oz - 90 Servings",THORNE,3541824,23853343.05,Health & Household,88,Creatine Nutritional Supplements,3,0.009,0.871,8.5,27456,43,1,2,3,82368,0.201,4.6,12109,B0DY8CKT4H,2016-09-25 00:00:00,693749006350,Thorne Research,SF903,SF903
61IPFmLRgSL.jpg,9,B0DFM5VSWF,9,"Walking Pad Treadmill with APP, 3 in 1 Under Desk Treadmill, 2.5HP Low Noise Walking Vibration Pad with Remote Control,Portable Treadmills for Home Office, Red",Sperax,3468185.32,6968642.4,Sports & Outdoors,33,Treadmills,1,-0.156,,8.1,21172,163.81,1,4,7,21172,0,4.3,5796,B0F5PXXX22,2024-08-29 00:00:00,726960926302,Sperax,RM-01,RM-01
71ybuaqVLwL.jpg,13,B00JH98GR4,9.6,"Shark Upright Vacuum, Navigator Lift-Away Deluxe with Large Dust Cup Capacity, HEPA Filter, Swivel Steering, Upholstery Tool & Crevice Tool, Blue, NV360",Shark,3423125.44,60418451.9,Home & Kitchen,73,Upright Vacuum Cleaners,1,-0.037,0.692,6.8,20888,163.88,1,1,2,20888,0.872,4.4,131588,B0DYK93LPW,2013-11-08 00:00:00,622356533225,SharkNinja,NV360,NV360
41AHMz0dOzL.jpg,6,B00IJ0ALYS,9.3,"DEWALT 20V MAX Cordless Drill and Impact Driver, Power Tool Combo Kit with 2 Batteries and Charger (DCK240C2)",DEWALT,3372770.34,47840009.63,Tools & Home Improvement,85,Power Tool Combo Kits,1,0.336,-0.181,6.2,12152,138.78,1,1,2,24303,1,4.7,53413,,2014-02-19 00:00:00,885911343046,DEWALT,DCK240C2,DCK240C2
81WuG6lQuDL.jpg,9,B0CHGT1KFJ,9.6,"SAMSUNG 990 PRO SSD 4TB PCIe 4.0 M.2 2280 Internal Solid State Hard Drive, Seq. Read Speeds Up to 7,450 MB/s for High End Computing, Gaming, and Heavy Duty Workstations, MZ-V9P4T0B/AM",SAMSUNG,3371163.9,26563866.42,Electronics,,Internal Solid State Drives,13,0.163,0.369,5.2,11510,292.89,1,6,10,11510,1,4.7,12184,B0C6N3GWW6,2023-10-02 00:00:00,887276795195,Samsung,MZ-V9P4T0B/AM,MZ-V9P4T0B/AM
61vR3ovb2UL.jpg,5,B0DGY63Z2H,7.9,PlayStation 5 Pro Console,PlayStation,3294434.13,25331655.48,Video Games,77,PlayStation 5 Games,4,-0.023,,6.5,2356,699.01,1,1,8,4713,1,4.4,1035,,2024-09-18 00:00:00,711719595946,Sony,1000046529,CFI-7019B01X
71fGT1H-AaL.jpg,8,B0CZ759CSM,9.6,"SAMSUNG Galaxy Watch 6 44mm LTE , Fitness Tracker, Personalized HR Zones, Advanced Sleep Coaching, Heart Monitor, BIA Sensor for Health Wellness Insights, Big Screen, US Version, Silver (Renewed)",SAMSUNG,3101784.29,13338360.23,Sports & Outdoors,31,Activity & Fitness Trackers,518,-0.133,,6.5,26213,118.33,1,1,4,26213,0,4.3,537,B0CR7C48PY,2024-03-27 00:00:00,796575146396,Samsung,SM-R945UZSAXAA,Galaxy Watch6
61OseHapCUL.jpg,7,B0DDK1WM9K,9.9,Meta Quest 3S 128GB — Get Batman: Arkham Shadow and a 3-Month Trial of Meta Quest+ Included — All-in-One Headset,Meta,3053665.46,75475575.73,Video Games,146,Standalone Virtual Reality Headsets,1,-0.189,,6.2,5287,288.79,1,2,20,10574,1,4.5,4643,B0DHWJ8947,2024-09-24 00:00:00,815820025221,Meta,Q3S128,Q3S128
61tYAHJi3LL.jpg,7,B0D5FZGY8W,9,"O Positiv URO Vaginal Probiotics for Women pH Balance with Prebiotics & Lactobacillus Probiotic Blend - Vaginal Health Supplement - Promote Healthy Vaginal Odor & Vaginal Flora, 60 Count (Pack of 1)",O Positiv,2953879.32,27900206.8,Health & Household,21,Women's Health Care Products,1,0.018,,6.5,25606,28.84,1,3,4,102423,0,4.4,13301,B0D68VW456,2022-09-15 00:00:00,860008361769,O Positiv,,
818mfcfIoBL.jpg,8,B00Y8MP4G6,9.6,"Garden of Life Once Daily Dr. Formulated Probiotics for Women 50 Billion CFU 16 Probiotic Strains with Organic Prebiotics for Digestive, Vaginal & Immune Health, Dairy Free, Shelf Stable 30 Capsules",Garden of Life,2952035.17,38255476.57,Health & Household,66,Acidophilus Nutritional Supplements,2,0.045,-0.085,4.1,100649,29.33,1,9,18,100649,0.955,4.6,55487,,2015-05-28 00:00:00,658010118323,Garden of Life,102417,102417
41evQVnXPzL.jpg,10,B09YKYV9N9,9.6,"Charmin Toilet Paper Ultra Strong Clean Touch, 24 Family Mega Rolls = 120 Regular Rolls (Packaging May Vary), Bulk Toilet Paper, Household Essentials",Charmin,2923240.32,35812106,Health & Household,26,Toilet Paper,4,0.077,0.243,6.5,41184,35.49,24,1,14,82368,1,4.8,28000,B0D3M3W8K1,2022-04-22 00:00:00,,P&G,30772048931,BRM8-WV75
81J0IuAHzZL.jpg,6,B09GLGC9DG,8.5,"Physician's CHOICE Probiotics 60 Billion CFU - 10 Strains + Organic Prebiotics - Immune, Digestive & Gut Health - Supports Occasional Constipation, Diarrhea, Gas & Bloating - for Women & Men - 60ct",Physician's CHOICE,2919298.7,31496660.32,Health & Household,11,Acidophilus Nutritional Supplements,1,-0.003,0.243,8.7,80867,36.1,1,1,3,80867,0,4.5,126814,B0CCJTFF94,2021-10-25 00:00:00,854226008582,"JB7, LLC",854226008582,854226008582
71OWtcxKgvL.jpg,8,B0BHJJ9Y77,9.6,"SAMSUNG 990 PRO SSD NVMe M.2 PCIe Gen4, M.2 2280 Internal Solid State Hard Drive, Seq. Read Speeds Up to 7,450 MB/s for High End Computing, Gaming, and Heavy Duty Workstations, MZ-V9P2T0B/AM",SAMSUNG,2896735.11,23493040.3,Electronics,,Internal Solid State Drives,2,-0.031,-0.182,5.5,1900,169.37,1,9,14,17103,1,4.7,12184,B0C6N3GWW6,2022-11-01 00:00:00,887276657011,SAMUSNG,MZ-V9P2T0B/AM,MZ-V9P2T0B/AM
61fPLtmoSNL.jpg,7,B0DCFNZF32,9.3,"eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo, Self Emptying, Auto Mop Washing and Auto Drying for Hands-free Cleaning, 7000 Pa Powerful Suction, 3.35-Inch Ultra-Slim Body, All-in-One Station",eufy,2887765.92,5890885.05,Home & Kitchen,938,Robotic Vacuums,1,1.56,,8,2622,550.68,1,2,2,5244,0.065,4.3,66839,B0DPKWW7BB,2024-09-23 00:00:00,194644299255,eufy,T2280,T2280
51t0IE0zjaL.jpg,7,B0C8PSMPTH,9.9,"Beats Studio Pro - Wireless Bluetooth Noise Cancelling Headphones - Personalized Spatial Audio, USB-C Lossless Audio, Apple & Android Compatibility, Up to 40 Hours Battery Life - Sandstone",Beats,2870983.57,27968750.93,Electronics,415,Over-Ear Headphones,21,0.011,0.824,4,11947,240.31,1,2,7,11947,1,4.5,19481,B0DHDYCHVL,2023-07-19 00:00:00,194253715276,Beats,MQTR3LL/A,MQTR3LL/A
61u-OaDSfQL.jpg,6,B0C8PR4W22,9.4,"Beats Studio Pro - Wireless Bluetooth Noise Cancelling Headphones - Personalized Spatial Audio, USB-C Lossless Audio, Apple & Android Compatibility, Up to 40 Hours Battery Life - Black",Beats,2863529.9,30165757.97,Electronics,415,Over-Ear Headphones,21,-0.203,0.346,4.6,11914,240.35,1,1,4,11914,0.998,4.5,19481,B0DHDYCHVL,2023-07-19 00:00:00,194253715092,Beats,MQTP3LL/A,MQTP3LL/A
81HRznglKqL.jpg,6,B008KJEYLO,9.1,"WaterWipes Plastic-Free Original Baby Wipes, 99.9% Water Based Wipes, Unscented & Hypoallergenic for Sensitive Skin, 60 Count (Pack of 12), Packaging May Vary",WaterWipes,2845084.2,38616386.79,Baby Products,4,Diaper Wipes & Refills,3,-0.003,0.03,5.1,36197,39.3,12,1,2,72394,1,4.7,82397,B0CRLCLK1M,2012-07-12 00:00:00,852401006026,Irish Breeze,852401006026,100005
71T+BAQCBGL.jpg,7,B0058HWV9S,9,"Pure Encapsulations Magnesium (Glycinate) - Supplement to Support Stress Relief, Sleep, Heart Health, Nerves, Muscles, and Metabolism* - with Magnesium Glycinate - 180 Capsules",Pure Encapsulations,2807391.6,25874791.8,Health & Household,14,Magnesium Mineral Supplements,1,0.103,1.013,8.7,20982,44.6,1,2,3,62946,0.139,4.6,35211,B0D1QWS4Q8,2016-01-15 00:00:00,766298001753,Pure Encapsulations,MG1,766298001753
51FjeT8vUSL.jpg,6,B08FGZSW8L,8.1,"WEEM Hair Skin and Nails Gummies - Supports Healthy Hair - Vegan biotin Vitamins for Women & Men Supports Faster Hair Growth, Stronger Nails, Healthy Skin, Extra Strength (1)",WEEM,2747502.69,27307400.34,Health & Household,66,Vitamin B7 (Biotin) Supplements,1,0.128,0.753,6,45930,29.91,60,1,5,91859,0.215,4.4,11410,B0BL22F71Z,2020-07-29 00:00:00,860004567714,WEEM,WM-HSN-G1,HSN-1
61HKc1wEIIL.jpg,8,B0DJWV4BQ1,8.9,"RYZE Mushroom Coffee USDA Organic with 6 Adaptogenic Mushrooms and MCT Oil, USA Grown Instant Coffee for Better Energy, Focus, Digestion, Immunity with Turkey Tail, Shiitake, Lion's Mane, 30 Servings",RYZE SUPERFOODS,2711862.23,8464030.34,Health & Household,250,Mushrooms Herbal Supplements,1,0.121,,9.1,30138,44.99,1,1,2,60277,0,4.1,5473,B0DT97S121,2024-10-11 00:00:00,850031261303,RYZE SUPERFOODS,,
51hFJWAdfNL.jpg,10,B0CT9552BL,9.4,"Dyson V8 Plus Cordless Vacuum, Silver/Nickel",Dyson,2673903.48,52822746.75,Home & Kitchen,2739,Stick Vacuums & Electric Brooms,12,2.446,17.149,5.1,7292,366.69,1,2,6,7292,0.962,4.2,5547,B0DZ2B6G4G,2024-01-25 00:00:00,885609034461,Dyson,481768-01,481768-01
31oCHHgQVaL.jpg,11,B0CLF3VPMV,9.9,"Samsung Galaxy Tab A9+ Tablet 11” 64GB Android Tablet, Big Screen, Quad Speakers, Upgraded Chipset, Multi Window Display, Slim, Light, Durable Design, US Version, 2024, Graphite",SAMSUNG,2672114.01,25866000.23,Electronics,88,Computer Tablets,3,0.144,0.533,6.5,5543,160.69,1,9,14,16629,0.999,4.5,11516,B0D9KY42YP,2024-01-12 00:00:00,887276796260,Samsung,SM-X210NZAAXAR,SM-X210NZAAXAR
51y6cFsHgBL.jpg,11,B00LTZEEGQ,8.9,"Nutrafol Men Hair Growth Supplement for Thicker, Stronger Hair (4 Capsules Per Day - 1 Month Supply), 120 Count (Pack of 1)",Nutrafol,2661384,32615648.72,Beauty & Personal Care,406,Hair Regrowth Treatments,6,0.079,0.716,9.1,15122,88,1,1,2,30243,0.016,4,5462,,2014-07-15 00:00:00,810102111111,Nutrafol,NutraMen,NutraMen
71UCLpJJB6L.jpg,7,B07P5K7DQP,9,"Pure Encapsulations Magnesium (Glycinate) - Supplement to Support Stress Relief, Sleep, Heart Health, Nerves, Muscles, and Metabolism* - with Magnesium Glycinate - 90 Capsules",Pure Encapsulations,2660346,32482702.61,Health & Household,14,Magnesium Mineral Supplements,1,0.014,0.016,8.8,34107,26,1,2,3,102321,0.07,4.6,35211,B0D1QWS4Q8,2019-05-03 00:00:00,,Pure Encapsulations,MG9,12450873
81mKBtjQPPL.jpg,9,B0DQYQKZQ2,9.4,"Bounty Quick-Size Paper Towels, White, 12 Family Triple Rolls = 40 Regular Rolls",Bounty,2642580.57,297.43,Health & Household,6,Paper Towels,1,1.5,,7.1,31096,42.49,12,1,5,62193,0.772,4.8,262168,B0F43DY75H,2025-03-07 00:00:00,30772192368,Procter & Gamble,P_15322,P_15322
81Ml0P+qqnL.jpg,14,B07986PWD3,9.8,"Charmin Toilet Paper Ultra Soft Cushiony Touch, 18 Family Mega Rolls = 90 Regular Rolls",Charmin,2613187.59,28950342.1,Health & Household,6,Toilet Paper,2,0.003,0.126,6.5,45070,28.99,18,1,22,90141,1,4.8,110066,B0D3M3XWKH,2018-03-12 00:00:00,30772025062,Procter & Gamble (P&G-2),cm,cm
618LkZDMukL.jpg,7,B0857KWHHC,9.8,"EGO POWER+ Electric Lawn Mower, Self-Propelled Cordless with Select Cut and Touch Drive, Includes 56V 7.5Ah Battery and Rapid Charger – LM2135SP",EGO Power+,2556272.46,9904161.95,"Patio, Lawn & Garden",676,Walk-Behind Lawn Mowers,3,,-0.309,5,3742,683.13,1,1,9,3742,0.866,4.5,1433,B0F1Z5ZN4R,2020-02-27 00:00:00,692042011504,EGO Power+,LM2135SP,LM2135SP
81a9MAHSjiL.jpg,8,B0CM4NXMV2,9.9,"Cottonelle Ultra Clean Toilet Paper with Active CleaningRipples Texture, Strong Bath Tissue, 24 Family Mega Rolls = 132 Regular Rolls (4 Packs of 6)",Cottonelle,2545370.63,29627645.77,Health & Household,33,Toilet Paper,7,-0.094,1.054,6.5,46128,27.59,24,1,2,92257,1,4.7,105688,B0D94NWMJC,2024-01-22 00:00:00,,Kimberly-Clark Corp.,55465,10036000554653
71329CVoVDL.jpg,11,B01LYNW421,9,"Beckham Hotel Collection Bed Pillows Standard/Queen Size Set of 2 - Original Down Alternative Pillow for Sleeping - Bedding for Back, Stomach or Side Sleepers",Beckham Hotel Collection,2536437.19,45815324.4,Home & Kitchen,29,Bed Pillows,1,-0.129,0.16,6.5,21140,59.99,2,1,3,42281,0.022,4.3,250239,B08XYD548C,2016-09-28 00:00:00,80119078046,Beckham Hotel Collection,FBA_BLL-GLPLW-2PK-Q,FBA_BLL-GLPLW-2PK-Q
51rlmh71HmL.jpg,11,B0CVS1XHJL,9.8,"SAMSUNG 65-Inch Class Crystal UHD 4K DU7200 Series HDR Smart TV w/Object Tracking Sound Lite, PurColor, Motion Xcelerator, Mega Contrast, Q-Symphony (UN65DU7200, 2024 Model)",SAMSUNG,2516218.23,21244640.8,Electronics,763,LED & LCD TVs,13,-0.11,,7.1,3148,399.59,1,2,11,6297,0.814,4.2,3140,B0D6NLRW43,2024-03-09 00:00:00,887276830780,Samsung,UN65DU7200FXZA,UN65DU7200FXZA
81+BZP2zUHL.jpg,13,B07MHJFRBJ,9.9,"Bounty Quick Size Paper Towels, White, 8 Family Rolls = 20 Regular Rolls (Packaging May Vary)",Bounty,2515040.22,30626998.47,Health & Household,6,Paper Towels,1,0.015,0.017,5.7,51496,24.42,8,1,18,102991,1,4.8,262168,B0F43DY75H,2018-12-01 00:00:00,,Procter & Gamble (P&G-2),SG_B07MHJFRBJ_US,SG_B07MHJFRBJ_US
81BJbeVEt4L.jpg,8,B09XFGWM2B,9.9,"Bissell Little Green Pet Deluxe Portable Carpet Cleaner and Car/Auto Detailer, 3353, Gray/Blue",Bissell,2498016.34,24822754.55,Home & Kitchen,47,Carpet & Upholstery Cleaning Machines,1,-0.142,-0.381,6.2,20066,124.49,1,2,2,20066,1,4.5,95670,B0DVMXPDHT,2022-04-19 00:00:00,11120265095,BISSELL,3353,3353
41ZhrRKI28L.jpg,11,B08412HXK9,9.1,"HP 67 Black / Tri-color Ink Cartridges (2 Pack) | Works with HP DeskJet 1255, 2700, 4100 Series, HP ENVY 6000, 6400 Series | Eligible for Instant Ink | 3YP29AN",HP,2490517.68,29390628.34,Office Products,6,Inkjet Printer Ink Cartridges,2,0.002,0.204,6.5,16878,36.89,2,4,24,67512,1,4.6,56887,,2020-04-29 00:00:00,193424008087,HP,3YP29AN,3YP29AN
61E63RJCT7L.jpg,6,B0CPFBBHP4,8.8,"eufy X10 Pro Omni Robot Vacuum and Mop Combo, 8,000 Pa Suction, Dual Mops with 12 mm Auto-Lift and Carpet Detection, AI Obstacle Avoidance, Auto Mop Washing, Auto Drying, Self-Emptying, Self-Refilling",eufy,2434253.59,33822379.98,Industrial & Scientific,885,Commercial Indoor Robotic Vacuums,1,0.243,0.757,8.4,1644,740.57,1,1,2,3287,0.115,4.3,1717,B0DZW2VM1L,2023-12-23 00:00:00,194644151829,eufy,T2351,T2351
61zuR3UMnWL.jpg,6,B08HN37XC1,9,"SanDisk 2TB Extreme Portable SSD - Up to 1050MB/s, USB-C, USB 3.2 Gen 2, IP65 Water and Dust Resistance, Updated Firmware - External Solid State Drive - SDSSDE61-2T00-G25",SanDisk,2432982.6,19364486.85,Electronics,,External Solid State Drives,3,-0.041,-0.058,5.2,17811,136.6,1,13,56,17811,1,4.6,76138,B0DNV2XFJQ,2020-09-08 00:00:00,619659184674,"Western Digital Technologies, Inc.",SDSSDE61-2T00-G25,SDSSDE61-2T00-G25
41kjMvKK9mL.jpg,11,B0CRDCXRK2,9.5,"ASUS ROG Strix G16 Gaming Laptop, 165Hz Display, NVIDIA® GeForce RTX™ 4060, Intel Core i7-13650HX, 16GB DDR5, 1TB PCIe Gen4 SSD, Wi-Fi 6E, Windows 11, G614JV-AS74",ASUS,2427916.43,47593350.02,Electronics,,Traditional Laptop Computers,18,0.306,,6.3,930,1304.63,1,1,8,1861,1,4.4,1799,B0CY2VY8CX,2024-01-03 00:00:00,197105442146,ASUS,G614JV-AS74,G614JV-AS74
81TdrrIcCiL.jpg,8,B093CKHPKK,9.6,"Scott 1000 Trusted Clean Toilet Paper, 32 Rolls, Septic-Safe, 1-Ply Toilet Tissue",Scott,2426743.2,28454404.52,Health & Household,251,Toilet Paper,12,-0.064,0.07,4,41412,29.3,32,1,29,82824,1,4.7,40528,B0DVH68WJ1,2021-04-23 00:00:00,,Kimberly-Clark Corp.,10054000543507,10054000543507
71hJgp07X1L.jpg,6,B015TKUPIC,9,"NOCO Boost Plus GB40 1000A UltraSafe Car Battery Jump Starter, 12V Jump Starter Battery Pack, Battery Booster, Jump Box, Portable Charger and Jumper Cables for 6.0L Gasoline and 3.0L Diesel Engines",NOCO,2399399.7,50685138.16,Automotive,16,Jump Starters,1,-0.204,0.551,6.5,6002,99.95,1,3,5,24006,1,4.6,113485,,2015-12-18 00:00:00,46221150025,NOCO,GB40,GB40
810wCtCHD-L.jpg,6,B079H53D2B,8.5,"Physician's Choice Probiotics 60 Billion CFU - 10 Strains + Organic Prebiotics - Immune, Digestive & Gut Health - Supports Occasional Constipation, Diarrhea, Gas & Bloating - for Women & Men - 30ct",Physician's CHOICE,2392876.56,28668821.76,Health & Household,11,Acidophilus Nutritional Supplements,1,-0.003,0.087,7.9,51108,23.41,1,2,3,102216,0.331,4.5,126814,B0CCJTFF94,2018-02-08 00:00:00,854226008513,"JB7, LLC",854226008001,854226008001
514LEUejXYL.jpg,9,B0CG19FGQ5,9.9,"DJI Osmo Pocket 3 Creator Combo, Vlogging Camera with 1'' CMOS, 4K/120fps Video, 3-Axis Stabilization, Face/Object Tracking, Fast Focusing, Mic Included for Clear Sound, Digital Camera for Photography",DJI,2384363.2,33014743.78,Electronics,1111,Camcorders,1,-0.211,3.201,4.5,3040,784.33,1,1,10,3040,0.907,4.6,3197,,2023-10-25 00:00:00,,DJI,6941565969903,6941565969903
81s-9m8GjOL.jpg,5,B00DJUK8HS,8.5,"PreserVision AREDS 2 Eye Vitamin & Mineral Supplement, Contains Lutein, Vitamin C, Zeaxanthin, Zinc & Vitamin E, 120 Softgels (Packaging May Vary)",PreserVision,2373082.77,27460479.18,Health & Household,142,Blended Vitamin & Mineral Supplements,1,-0.006,0.048,4,36430,32.57,1,2,4,72861,1,4.6,49563,,2013-06-22 00:00:00,324208697627,Bausch & Lomb,AB69762,AB69762
51WJiz7-twL.jpg,13,B0CT2R7199,8.8,"HP DeskJet 2855e Wireless All-in-One Color Inkjet Printer, Scanner, Copier, Best-for-home, 3 months of Instant Ink included (588S5A)",HP,2318368.8,22004542.54,Office Products,34,Inkjet Computer Printers,1,1.542,,6.5,38460,60.28,1,1,17,38460,1,3.8,7773,,2024-03-15 00:00:00,196337380097,HP,2855e,2855e
71V786Mv6YL.jpg,11,B07T2S3D6J,9.4,"Original HP 962 Cyan, Magenta, Yellow / 962XL Black Ink Cartridges (4-Pack) | Works with HP OfficeJet 9010 Series, HP OfficeJet Pro 9010, 9020 Series",HP,2288564.35,18390900.35,Office Products,157,Inkjet Printer Ink Cartridges,26,0.176,2.19,7.6,6212,122.81,4,3,17,18635,0.053,4.6,5923,,2019-06-15 00:00:00,192545729536,HP INC.,3JB34AN#140,
41IK3vBCYyL.jpg,7,B098WVKF19,9.3,"REDTIGER Dash Cam Front Rear, 4K/2.5K Full HD Dash Camera for Cars, Included 32GB Card, Built-in Wi-Fi GPS, 3.16” IPS Screen, Night Vision, 170°Wide Angle, WDR, 24H Parking Mode(F7NP)",REDTIGER,2264537,40256284.63,Electronics,39,Car On-Dash Mounted Cameras,1,0.003,1.682,4.4,17831,127,1,2,2,17831,0,4.3,15140,,2021-08-24 00:00:00,,REDTIGER,F7N-PLUS,F7N-PLUS
81TvHikPW1L.jpg,9,B0CGKVHHCY,9,MaryRuth's Liquid Multivitamin + Hair Growth | Biotin 10000mcg | Lustriva Hair Growth Supplement | Clinically Tested in Women for Thicker Hair & Facial Wrinkle | Skin Care | Ages 18+ | 30 Fl Oz,MaryRuth Organics,2244168.28,34939555.6,Health & Household,128,Multivitamins,1,0.051,0.426,8,15172,73.96,1,2,4,30343,0.035,4.4,8206,B0CZTRVBGL,2023-08-25 00:00:00,810104622370,Mary Ruth's,BL-AD-MLC-CV-SF-30Z-UN-01,BL-AD-MLC-CV-SF-30Z-UN-01
81G7BbEO96L.jpg,13,B0BJMV9BXJ,9.9,"Tide PODS Laundry Detergent Pacs, 3-in-1 Stain Remover, Odor Fighter, Color Protector, 112 Count, HE compatible, Original Scent",Tide,2240833.96,27326681.47,Health & Household,105,Laundry Detergent Pacs & Tablets,1,-0.004,0.648,6.5,27281,27.38,1,2,20,81842,1,4.8,17736,,2022-10-18 00:00:00,30772032503,Procter & Gamble,80367594,80367594
81R3dLptKcL.jpg,19,B0CXG3HMX1,9.1,"VIZIO 40-inch Full HD 1080p Smart TV with DTS Virtual: X, Alexa Compatibility, Google Cast Built-in, Bluetooth Headphone Capable, (VFD40M-08 New)",VIZIO,2239050,15849528.91,Electronics,91,LED & LCD TVs,2,-0.145,,6.5,8112,138,1,1,16,16225,1,4.1,2944,B0DDBT6KJP,2024-05-14 00:00:00,845226022890,VIZIO,VFD40M-08,VFD40M-08
